DATAFLOW,LAST UPDATE,freq,purchase,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,2.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,5.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2016,4.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2017,5.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2018,5.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2019,4.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2020,5.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2021,8.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2022,7.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2023,-1.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2024,2.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 27 countries (from 2020),2025,5.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 28 countries (2013-2020),2016,4.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 28 countries (2013-2020),2017,4.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 28 countries (2013-2020),2018,4.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,European Union - 28 countries (2013-2020),2019,4.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2016,1.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2017,0.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2018,0.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2019,0.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2020,1.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2021,4.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2022,0.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2023,-7.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2024,-3.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Finland,2025,-3.0,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2016,0.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2017,3.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2018,3.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2019,3.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2020,5.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2021,6.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2022,6.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2023,-0.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2024,-4.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,France,2025,0.6,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2016,1.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2017,4.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2018,6.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2019,9.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2020,8.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2021,7.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2022,14.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2023,12.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2024,10.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Croatia,2025,14.3,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2016,13.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2017,11.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2018,14.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2019,17.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2020,3.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2021,16.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2022,22.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2023,5.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2024,13.4,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Hungary,2025,19.7,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2016,7.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2017,11.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2018,10.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2019,1.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2020,-0.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2021,9.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2022,13.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2023,1.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2024,9.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Ireland,2025,8.3,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2017,19.5,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2018,8.2,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2019,4.4,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2020,6.4,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2021,12.5,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2022,21.0,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2023,7.8,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2024,8.1,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Iceland,2025,5.1,d,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2016,0.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2017,-1.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2018,-1.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2019,-0.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2020,1.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2021,2.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2022,3.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2023,0.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2024,2.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Italy,2025,4.7,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2016,6.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2017,8.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2018,7.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2019,7.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2020,7.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2021,17.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2022,18.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2023,6.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2024,9.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Lithuania,2025,10.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2016,6.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2017,5.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2018,7.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2019,10.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2020,14.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2021,14.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2022,8.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2023,-11.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2024,-6.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Luxembourg,2025,1.6,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2016,8.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2017,8.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2018,10.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2019,8.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2020,2.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2021,14.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2022,14.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2023,0.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2024,2.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Latvia,2025,8.5,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2016,6.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2017,5.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2018,4.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2019,5.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2020,6.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2021,2.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2022,5.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2023,6.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2024,7.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Malta,2025,6.5,p,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2016,5.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2017,8.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2018,9.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2019,7.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2020,7.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2021,15.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2022,13.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2023,-2.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2024,8.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Netherlands,2025,8.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2016,8.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2017,5.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2018,1.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2019,2.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2020,4.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2021,10.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2022,5.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2023,0.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2024,3.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Norway,2025,5.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2016,2.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2017,4.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2018,7.5,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2019,10.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2020,13.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2021,9.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2022,11.8,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2023,7.3,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2024,13.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Poland,2025,4.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2016,8.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2017,10.4,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2018,11.0,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2019,10.2,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2020,9.1,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2021,9.6,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2022,13.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2023,8.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2024,9.7,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Portugal,2025,18.9,,
ESTAT:PRC_HPI_A$DEFAULTVIEW(1.0),07/04/26 11:00:00,Annual,Purchases of existing dwellings,Annual average rate of change,Romania,2016,6.0,,
